date,data,cols
2022-11-01,3.4339872044851463,13400000
2022-11-01,2.5649493574615367,13401000
2022-11-01,2.3978952727983707,161832000
2022-11-01,1.9459101490553132,161835000
2022-11-01,0.0,161836000
2022-11-01,0.0,161838000
2022-11-01,0.0,2968000
2022-11-01,1.0986122886681098,3296000
2022-11-01,2.5649493574615367,330387000
2022-11-01,3.828641396489095,620000
2022-11-01,3.9889840465642745,633000
2022-11-02,3.4965075614664802,13400000
2022-11-02,2.302585092994046,13401000
2022-11-02,2.0794415416798357,161832000
2022-11-02,1.0986122886681098,161835000
2022-11-02,0.0,161836000
2022-11-02,0.0,161838000
2022-11-02,0.0,2968000
2022-11-02,1.0986122886681098,3296000
2022-11-02,2.4849066497880004,330387000
2022-11-02,4.0943445622221,620000
2022-11-02,3.7612001156935624,633000
2022-11-03,3.871201010907891,13400000
2022-11-03,1.791759469228055,13401000
2022-11-03,3.091042453358316,161832000
2022-11-03,2.0794415416798357,161835000
2022-11-03,1.6094379124341003,161836000
2022-11-03,1.6094379124341003,161838000
2022-11-03,0.0,2968000
2022-11-03,1.791759469228055,3296000
2022-11-03,3.367295829986474,330387000
2022-11-03,4.59511985013459,620000
2022-11-03,4.634728988229636,633000
2022-11-04,2.4849066497880004,13400000
2022-11-04,1.0986122886681098,13401000
2022-11-04,1.6094379124341003,161832000
2022-11-04,0.6931471805599453,161835000
2022-11-04,0.6931471805599453,161836000
2022-11-04,0.6931471805599453,161838000
2022-11-04,0.0,2968000
2022-11-04,0.6931471805599453,3296000
2022-11-04,2.1972245773362196,330387000
2022-11-04,3.784189633918261,620000
2022-11-04,3.6635616461296463,633000
2022-11-05,0.0,13400000
2022-11-05,0.0,13401000
2022-11-05,0.0,161832000
2022-11-05,0.0,161835000
2022-11-05,0.0,161836000
2022-11-05,0.0,161838000
2022-11-05,0.0,2968000
2022-11-05,0.0,3296000
2022-11-05,0.0,330387000
2022-11-05,2.995732273553991,620000
2022-11-05,0.0,633000
2022-11-06,0.0,13400000
2022-11-06,0.0,13401000
2022-11-06,0.0,161832000
2022-11-06,0.0,161835000
2022-11-06,0.0,161836000
2022-11-06,0.0,161838000
2022-11-06,0.0,2968000
2022-11-06,0.0,3296000
2022-11-06,0.0,330387000
2022-11-06,2.9444389791664403,620000
2022-11-06,0.0,633000
2022-11-07,0.0,13400000
2022-11-07,0.0,13401000
2022-11-07,0.0,161832000
2022-11-07,0.0,161835000
2022-11-07,0.0,161836000
2022-11-07,0.0,161838000
2022-11-07,0.0,2968000
2022-11-07,0.0,3296000
2022-11-07,0.0,330387000
2022-11-07,3.6888794541139363,620000
2022-11-07,0.0,633000
2022-11-08,3.7612001156935624,13400000
2022-11-08,1.791759469228055,13401000
2022-11-08,2.9444389791664403,161832000
2022-11-08,1.6094379124341003,161835000
2022-11-08,1.6094379124341003,161836000
2022-11-08,1.6094379124341003,161838000
2022-11-08,0.0,2968000
2022-11-08,2.1972245773362196,3296000
2022-11-08,3.5553480614894135,330387000
2022-11-08,4.48863636973214,620000
2022-11-08,4.653960350157523,633000
2022-11-09,3.4965075614664802,13400000
2022-11-09,2.0794415416798357,13401000
2022-11-09,2.70805020110221,161832000
2022-11-09,1.6094379124341003,161835000
2022-11-09,1.6094379124341003,161836000
2022-11-09,1.6094379124341003,161838000
2022-11-09,0.0,2968000
2022-11-09,2.302585092994046,3296000
2022-11-09,3.044522437723423,330387000
2022-11-09,4.382026634673881,620000
2022-11-09,4.762173934797756,633000
2022-11-10,3.6375861597263857,13400000
2022-11-10,1.9459101490553132,13401000
2022-11-10,2.5649493574615367,161832000
2022-11-10,1.791759469228055,161835000
2022-11-10,1.3862943611198906,161836000
2022-11-10,1.0986122886681098,161838000
2022-11-10,0.6931471805599453,2968000
2022-11-10,2.302585092994046,3296000
2022-11-10,2.772588722239781,330387000
2022-11-10,4.060443010546419,620000
2022-11-10,4.356708826689592,633000
2022-11-11,3.7612001156935624,13400000
2022-11-11,2.1972245773362196,13401000
2022-11-11,3.1354942159291497,161832000
2022-11-11,1.6094379124341003,161835000
2022-11-11,1.6094379124341003,161836000
2022-11-11,1.6094379124341003,161838000
2022-11-11,0.0,2968000
2022-11-11,2.4849066497880004,3296000
2022-11-11,3.2188758248682006,330387000
2022-11-11,4.343805421853684,620000
2022-11-11,4.653960350157523,633000
2022-11-12,0.0,13400000
2022-11-12,0.0,13401000
2022-11-12,0.0,161832000
2022-11-12,0.0,161835000
2022-11-12,0.0,161836000
2022-11-12,0.0,161838000
2022-11-12,0.0,2968000
2022-11-12,0.0,3296000
2022-11-12,0.0,330387000
2022-11-12,2.9444389791664403,620000
2022-11-12,0.0,633000
2022-11-13,0.0,13400000
2022-11-13,0.0,13401000
2022-11-13,0.0,161832000
2022-11-13,0.0,161835000
2022-11-13,0.0,161836000
2022-11-13,0.0,161838000
2022-11-13,0.0,2968000
2022-11-13,0.0,3296000
2022-11-13,0.0,330387000
2022-11-13,2.4849066497880004,620000
2022-11-13,0.0,633000
2022-11-14,3.091042453358316,13400000
2022-11-14,1.791759469228055,13401000
2022-11-14,2.1972245773362196,161832000
2022-11-14,1.0986122886681098,161835000
2022-11-14,1.0986122886681098,161836000
2022-11-14,1.0986122886681098,161838000
2022-11-14,0.6931471805599453,2968000
2022-11-14,1.9459101490553132,3296000
2022-11-14,2.5649493574615367,330387000
2022-11-14,4.060443010546419,620000
2022-11-14,4.174387269895637,633000
2022-11-15,3.6375861597263857,13400000
2022-11-15,2.1972245773362196,13401000
2022-11-15,2.3978952727983707,161832000
2022-11-15,1.6094379124341003,161835000
2022-11-15,0.6931471805599453,161836000
2022-11-15,0.6931471805599453,161838000
2022-11-15,1.3862943611198906,2968000
2022-11-15,1.6094379124341003,3296000
2022-11-15,2.1972245773362196,330387000
2022-11-15,4.2626798770413155,620000
2022-11-15,4.189654742026425,633000
2022-11-16,2.6390573296152584,13400000
2022-11-16,1.0986122886681098,13401000
2022-11-16,1.6094379124341003,161832000
2022-11-16,0.6931471805599453,161835000
2022-11-16,0.6931471805599453,161836000
2022-11-16,0.6931471805599453,161838000
2022-11-16,0.0,2968000
2022-11-16,0.0,3296000
2022-11-16,1.791759469228055,330387000
2022-11-16,3.970291913552122,620000
2022-11-16,3.258096538021482,633000
2022-11-17,3.58351893845611,13400000
2022-11-17,2.0794415416798357,13401000
2022-11-17,2.6390573296152584,161832000
2022-11-17,1.3862943611198906,161835000
2022-11-17,1.3862943611198906,161836000
2022-11-17,1.3862943611198906,161838000
2022-11-17,2.1972245773362196,2968000
2022-11-17,1.9459101490553132,3296000
2022-11-17,2.70805020110221,330387000
2022-11-17,4.110873864173311,620000
2022-11-17,4.465908118654584,633000
2022-11-18,2.4849066497880004,13400000
2022-11-18,1.0986122886681098,13401000
2022-11-18,1.6094379124341003,161832000
2022-11-18,0.6931471805599453,161835000
2022-11-18,0.6931471805599453,161836000
2022-11-18,0.6931471805599453,161838000
2022-11-18,1.3862943611198906,2968000
2022-11-18,0.6931471805599453,3296000
2022-11-18,1.791759469228055,330387000
2022-11-18,3.4657359027997265,620000
2022-11-18,3.4339872044851463,633000
2022-11-19,0.0,13400000
2022-11-19,0.0,13401000
2022-11-19,0.0,161832000
2022-11-19,0.0,161835000
2022-11-19,0.0,161836000
2022-11-19,0.0,161838000
2022-11-19,0.0,2968000
2022-11-19,0.0,3296000
2022-11-19,0.0,330387000
2022-11-19,2.8903717578961645,620000
2022-11-19,0.0,633000
2022-11-20,0.0,13400000
2022-11-20,0.0,13401000
2022-11-20,0.0,161832000
2022-11-20,0.0,161835000
2022-11-20,0.0,161836000
2022-11-20,0.0,161838000
2022-11-20,0.0,2968000
2022-11-20,0.0,3296000
2022-11-20,0.0,330387000
2022-11-20,2.995732273553991,620000
2022-11-20,0.0,633000
2022-11-21,3.6375861597263857,13400000
2022-11-21,2.1972245773362196,13401000
2022-11-21,2.6390573296152584,161832000
2022-11-21,1.6094379124341003,161835000
2022-11-21,1.0986122886681098,161836000
2022-11-21,0.6931471805599453,161838000
2022-11-21,2.302585092994046,2968000
2022-11-21,1.3862943611198906,3296000
2022-11-21,2.4849066497880004,330387000
2022-11-21,3.871201010907891,620000
2022-11-21,4.02535169073515,633000
2022-11-22,0.0,13400000
2022-11-22,0.0,13401000
2022-11-22,0.0,161832000
2022-11-22,0.0,161835000
2022-11-22,0.0,161836000
2022-11-22,0.0,161838000
2022-11-22,2.70805020110221,2968000
2022-11-22,0.0,3296000
2022-11-22,0.0,330387000
2022-11-22,3.091042453358316,620000
2022-11-22,0.0,633000
2022-11-23,3.58351893845611,13400000
2022-11-23,1.6094379124341003,13401000
2022-11-23,2.9444389791664403,161832000
2022-11-23,1.6094379124341003,161835000
2022-11-23,1.6094379124341003,161836000
2022-11-23,1.6094379124341003,161838000
2022-11-23,2.8903717578961645,2968000
2022-11-23,1.6094379124341003,3296000
2022-11-23,4.3694478524670215,330387000
2022-11-23,3.970291913552122,620000
2022-11-23,4.406719247264253,633000
2022-11-24,3.1354942159291497,13400000
2022-11-24,1.6094379124341003,13401000
2022-11-24,2.4849066497880004,161832000
2022-11-24,1.0986122886681098,161835000
2022-11-24,1.0986122886681098,161836000
2022-11-24,1.0986122886681098,161838000
2022-11-24,2.833213344056216,2968000
2022-11-24,1.0986122886681098,3296000
2022-11-24,4.060443010546419,330387000
2022-11-24,3.912023005428146,620000
2022-11-24,4.07753744390572,633000
2022-11-25,3.1780538303479458,13400000
2022-11-25,1.6094379124341003,13401000
2022-11-25,2.1972245773362196,161832000
2022-11-25,1.0986122886681098,161835000
2022-11-25,1.0986122886681098,161836000
2022-11-25,1.0986122886681098,161838000
2022-11-25,0.0,2968000
2022-11-25,1.0986122886681098,3296000
2022-11-25,3.713572066704308,330387000
2022-11-25,3.6635616461296463,620000
2022-11-25,4.110873864173311,633000
2022-11-26,0.0,13400000
2022-11-26,0.0,13401000
2022-11-26,0.0,161832000
2022-11-26,0.0,161835000
2022-11-26,0.0,161836000
2022-11-26,0.0,161838000
2022-11-26,0.0,2968000
2022-11-26,0.0,3296000
2022-11-26,0.0,330387000
2022-11-26,2.995732273553991,620000
2022-11-26,0.0,633000
2022-11-27,0.0,13400000
2022-11-27,0.0,13401000
2022-11-27,0.0,161832000
2022-11-27,0.0,161835000
2022-11-27,0.0,161836000
2022-11-27,0.0,161838000
2022-11-27,0.0,2968000
2022-11-27,0.0,3296000
2022-11-27,0.0,330387000
2022-11-27,2.9444389791664403,620000
2022-11-27,0.0,633000
2022-11-28,3.1354942159291497,13400000
2022-11-28,1.6094379124341003,13401000
2022-11-28,2.4849066497880004,161832000
2022-11-28,1.0986122886681098,161835000
2022-11-28,1.0986122886681098,161836000
2022-11-28,1.0986122886681098,161838000
2022-11-28,1.6094379124341003,2968000
2022-11-28,1.0986122886681098,3296000
2022-11-28,2.6390573296152584,330387000
2022-11-28,4.290459441148391,620000
2022-11-28,4.543294782270004,633000
2022-11-29,3.258096538021482,13400000
2022-11-29,1.6094379124341003,13401000
2022-11-29,2.4849066497880004,161832000
2022-11-29,1.0986122886681098,161835000
2022-11-29,1.0986122886681098,161836000
2022-11-29,1.0986122886681098,161838000
2022-11-29,2.302585092994046,2968000
2022-11-29,1.0986122886681098,3296000
2022-11-29,2.6390573296152584,330387000
2022-11-29,4.30406509320417,620000
