method,method_rank,row,timestamp,score,score_pct,consensus_score,consensus_rank,available_method_count,missing_method_count,methods_available,methods_missing
itrans,1,301,2023-08-29,7.999334812164307,1.0,0.8458333333333334,4,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,2,496,2024-03-11,5.161970138549805,0.9983333333333333,0.5369027777777777,228,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,3,190,2023-05-10,5.015846252441406,0.9966666666666667,0.8219444444444445,6,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,4,428,2024-01-03,4.691229343414307,0.995,0.4639444444444445,359,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,5,595,2024-06-18,4.647099018096924,0.9933333333333333,0.7277777777777779,39,3,2,itrans;datamole;gpt4ts,calf;units
itrans,6,72,2023-01-12,4.45637845993042,0.9916666666666667,0.5125416666666667,272,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,7,77,2023-01-17,4.323730945587158,0.99,0.6133333333333333,124,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,8,518,2024-04-02,4.218434810638428,0.9883333333333333,0.8096249999999999,8,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,9,144,2023-03-25,4.062150001525879,0.9866666666666667,0.5752638888888889,170,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,10,45,2022-12-16,3.460597515106201,0.985,0.5898749999999999,163,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,11,568,2024-05-22,3.441861867904663,0.9833333333333333,0.741986111111111,31,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,12,376,2023-11-12,3.4231011867523193,0.9816666666666667,0.5799166666666666,168,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,13,461,2024-02-05,3.422590494155884,0.98,0.8991805555555554,2,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,14,541,2024-04-25,3.419894218444824,0.9783333333333334,0.7567638888888889,27,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,15,451,2024-01-26,3.401623249053955,0.9766666666666667,0.6258472222222222,108,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,16,179,2023-04-29,3.264719247817993,0.975,0.6109027777777778,128,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,17,200,2023-05-20,3.1778452396392822,0.9733333333333334,0.6395833333333334,100,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,18,584,2024-06-07,3.1491105556488037,0.9716666666666667,0.726111111111111,40,3,2,itrans;datamole;gpt4ts,calf;units
itrans,19,310,2023-09-07,3.118424415588379,0.97,0.9466388888888888,1,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,20,402,2023-12-08,3.0636708736419678,0.9683333333333334,0.6962916666666666,60,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,21,443,2024-01-18,2.9845192432403564,0.9666666666666667,0.47198611111111105,348,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,22,79,2023-01-19,2.9714295864105225,0.965,0.5971388888888889,152,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,23,551,2024-05-05,2.947113275527954,0.9633333333333334,0.5940416666666667,159,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,24,536,2024-04-20,2.9301905632019043,0.9616666666666667,0.47848611111111106,338,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,25,71,2023-01-11,2.9246561527252197,0.96,0.6052222222222222,140,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,26,5,2022-11-06,2.906930446624756,0.9583333333333334,0.6970555555555555,59,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,27,166,2023-04-16,2.7964417934417725,0.9566666666666667,0.4925277777777778,312,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,28,236,2023-06-25,2.7686398029327393,0.955,0.6115277777777778,126,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,29,406,2023-12-12,2.7462587356567383,0.9533333333333334,0.43079166666666663,399,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,30,173,2023-04-23,2.7350738048553467,0.9516666666666667,0.5064305555555555,284,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,31,517,2024-04-01,2.6470303535461426,0.95,0.7543888888888889,28,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,32,444,2024-01-19,2.639113426208496,0.9483333333333334,0.49722222222222223,301,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,33,306,2023-09-03,2.611307382583618,0.9466666666666667,0.6243333333333332,110,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,34,483,2024-02-27,2.603652000427246,0.945,0.6957361111111111,61,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,35,481,2024-02-25,2.569344997406006,0.9433333333333334,0.5224861111111112,256,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,36,523,2024-04-07,2.548302412033081,0.9416666666666667,0.5889444444444445,165,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,37,440,2024-01-15,2.5362372398376465,0.94,0.6095833333333334,132,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,38,427,2024-01-02,2.5316715240478516,0.9383333333333334,0.5159722222222223,264,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,39,405,2023-12-11,2.5190980434417725,0.9366666666666666,0.618,117,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,40,566,2024-05-20,2.4892501831054688,0.935,0.7794166666666668,17,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,41,421,2023-12-27,2.4725050926208496,0.9333333333333333,0.5202361111111111,260,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,42,431,2024-01-06,2.4502756595611572,0.9316666666666666,0.322,551,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,43,422,2023-12-28,2.422039747238159,0.93,0.5971249999999999,153,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,44,563,2024-05-17,2.392632007598877,0.9283333333333333,0.7666388888888889,22,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,45,382,2023-11-18,2.3758318424224854,0.9266666666666666,0.5477222222222222,216,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,46,435,2024-01-10,2.370511770248413,0.925,0.6639444444444444,76,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,47,270,2023-07-29,2.3517961502075195,0.9233333333333333,0.6535694444444444,84,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,48,544,2024-04-28,2.348323345184326,0.9216666666666666,0.6765,69,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,49,489,2024-03-04,2.204371452331543,0.92,0.7,57,5,0,itrans;calf;units;datamole;gpt4ts,
itrans,50,537,2024-04-21,2.197458267211914,0.9183333333333333,0.7204166666666667,41,5,0,itrans;calf;units;datamole;gpt4ts,
calf,1,517,2024-04-01,6.239563941955566,1.0,0.7543888888888889,28,5,0,itrans;calf;units;datamole;gpt4ts,
calf,2,441,2024-01-16,5.852371692657471,0.9982638888888888,0.43456944444444445,396,5,0,itrans;calf;units;datamole;gpt4ts,
calf,3,518,2024-04-02,5.845941066741943,0.9965277777777778,0.8096249999999999,8,5,0,itrans;calf;units;datamole;gpt4ts,
calf,4,568,2024-05-22,5.164557456970215,0.9947916666666666,0.741986111111111,31,5,0,itrans;calf;units;datamole;gpt4ts,
calf,5,422,2023-12-28,5.135003566741943,0.9930555555555556,0.5971249999999999,153,5,0,itrans;calf;units;datamole;gpt4ts,
calf,6,420,2023-12-26,4.9750823974609375,0.9913194444444444,0.5177638888888889,261,5,0,itrans;calf;units;datamole;gpt4ts,
calf,7,522,2024-04-06,4.41192626953125,0.9895833333333334,0.7066111111111111,51,5,0,itrans;calf;units;datamole;gpt4ts,
calf,8,186,2023-05-06,4.390886306762695,0.9878472222222222,0.64775,92,5,0,itrans;calf;units;datamole;gpt4ts,
calf,9,430,2024-01-05,4.361662864685059,0.9861111111111112,0.5955555555555556,156,5,0,itrans;calf;units;datamole;gpt4ts,
calf,10,461,2024-02-05,4.314703941345215,0.984375,0.8991805555555554,2,5,0,itrans;calf;units;datamole;gpt4ts,
calf,11,427,2024-01-02,3.9861607551574707,0.9826388888888888,0.5159722222222223,264,5,0,itrans;calf;units;datamole;gpt4ts,
calf,12,190,2023-05-10,3.7398741245269775,0.9809027777777778,0.8219444444444445,6,5,0,itrans;calf;units;datamole;gpt4ts,
calf,13,301,2023-08-29,3.703359842300415,0.9791666666666666,0.8458333333333334,4,5,0,itrans;calf;units;datamole;gpt4ts,
calf,14,514,2024-03-29,3.4367992877960205,0.9774305555555556,0.771875,20,5,0,itrans;calf;units;datamole;gpt4ts,
calf,15,310,2023-09-07,3.313964605331421,0.9756944444444444,0.9466388888888888,1,5,0,itrans;calf;units;datamole;gpt4ts,
calf,16,421,2023-12-27,3.060495138168335,0.9739583333333334,0.5202361111111111,260,5,0,itrans;calf;units;datamole;gpt4ts,
calf,17,448,2024-01-23,2.9878296852111816,0.9722222222222222,0.5625138888888889,190,5,0,itrans;calf;units;datamole;gpt4ts,
calf,18,465,2024-02-09,2.930651903152466,0.9704861111111112,0.6355833333333333,104,5,0,itrans;calf;units;datamole;gpt4ts,
calf,19,435,2024-01-10,2.8692636489868164,0.96875,0.6639444444444444,76,5,0,itrans;calf;units;datamole;gpt4ts,
calf,20,459,2024-02-03,2.7612390518188477,0.9670138888888888,0.6018055555555556,144,5,0,itrans;calf;units;datamole;gpt4ts,
calf,21,485,2024-02-29,2.70820951461792,0.9652777777777778,0.6068750000000002,137,5,0,itrans;calf;units;datamole;gpt4ts,
calf,22,162,2023-04-12,2.5107979774475098,0.9635416666666666,0.43025,400,5,0,itrans;calf;units;datamole;gpt4ts,
calf,23,442,2024-01-17,2.5029091835021973,0.9618055555555556,0.4885,317,5,0,itrans;calf;units;datamole;gpt4ts,
calf,24,434,2024-01-09,2.4861648082733154,0.9600694444444444,0.45556944444444447,365,5,0,itrans;calf;units;datamole;gpt4ts,
calf,25,384,2023-11-20,2.4260473251342773,0.9583333333333334,0.637361111111111,103,5,0,itrans;calf;units;datamole;gpt4ts,
calf,26,340,2023-10-07,2.3381433486938477,0.9565972222222222,0.6425277777777778,97,5,0,itrans;calf;units;datamole;gpt4ts,
calf,27,386,2023-11-22,2.3232648372650146,0.9548611111111112,0.7466805555555556,30,5,0,itrans;calf;units;datamole;gpt4ts,
calf,28,472,2024-02-16,2.22989559173584,0.953125,0.6389444444444445,101,5,0,itrans;calf;units;datamole;gpt4ts,
calf,29,402,2023-12-08,1.9113943576812744,0.9513888888888888,0.6962916666666666,60,5,0,itrans;calf;units;datamole;gpt4ts,
calf,30,72,2023-01-12,1.8455290794372559,0.9496527777777778,0.5125416666666667,272,5,0,itrans;calf;units;datamole;gpt4ts,
calf,31,569,2024-05-23,1.78986394405365,0.9479166666666666,0.39118055555555553,468,5,0,itrans;calf;units;datamole;gpt4ts,
calf,32,436,2024-01-11,1.7827500104904175,0.9461805555555556,0.5542361111111112,201,5,0,itrans;calf;units;datamole;gpt4ts,
calf,33,462,2024-02-06,1.7575937509536743,0.9444444444444444,0.5204305555555555,259,5,0,itrans;calf;units;datamole;gpt4ts,
calf,34,391,2023-11-27,1.750694751739502,0.9427083333333334,0.7960694444444445,12,5,0,itrans;calf;units;datamole;gpt4ts,
